商品编码,品名,监管条件,检验检疫类别,法定单位,政策依据
03049700,魟鱼及鳐鱼（鳐科）,ABFE,PRQS,千克,税委会公告2026年第5号
03049900,其他,ABFE,PRQS,千克,税委会公告2026年第5号
03052000,干、熏、盐腌或盐渍的鱼肝、鱼卵及鱼精,ABFE,PRQS,千克,税委会公告2026年第5号
03053100,罗非鱼（口孵非鲫属）、鲶鱼[（鱼芒）鲶属、鲶属、胡鲶属、真鮰属]、鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,ABE,PRQS,千克,税委会公告2026年第5号
03053200,犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼,AB,PRQS,千克,税委会公告2026年第5号
03053900,其他,ABEF,PRQS,千克,税委会公告2026年第5号
03054110,大西洋鲑鱼,AB,PRQ,千克,税委会公告2026年第5号
03054120,大麻哈鱼及多瑙哲罗鱼,AB,PRQ,千克,税委会公告2026年第5号
03054200,鲱鱼（大西洋鲱鱼、太平洋鲱鱼）,AB,PRQ,千克,税委会公告2026年第5号
03054300,鳟鱼（河鳟、虹鳟、克拉克大麻哈鱼、阿瓜大麻哈鱼、吉雨大麻哈鱼、亚利桑那大麻哈鱼、金腹大麻哈鱼）,AB,PRQS,千克,税委会公告2026年第5号
03054400,罗非鱼（口孵非鲫属）、鲶鱼[（鱼芒）鲶属、鲶属、胡鲶属、真鮰属]、鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,ABE,PRQS,千克,税委会公告2026年第5号
03054900,其他,AB,PRQS,千克,税委会公告2026年第5号
03055100,鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）,AB,PRQS,千克,税委会公告2026年第5号
03055200,罗非鱼（口孵非鲫属）、鲶鱼[（鱼芒）鲶属、鲶属、胡鲶属、真鮰属]、鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,AB,PRQS,千克,税委会公告2026年第5号
03055300,犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼，鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）除外,AB,PRQS,千克,税委会公告2026年第5号
03055410,银鲳（鲳属）,AB,PRQS,千克,税委会公告2026年第5号
03055490,其他,AB,PRQS,千克,税委会公告2026年第5号
03055910,海龙、海马,FEAB,PRQ,千克,税委会公告2026年第5号
03055990,其他,AFEB,PRQS,千克,税委会公告2026年第5号
03056100,鲱鱼（大西洋鲱鱼、太平洋鲱鱼）,AB,PRQ,千克,税委会公告2026年第5号
03056200,鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）,AB,PRQS,千克,税委会公告2026年第5号
03056300,鳀鱼（鳀属）,AB,PRQ,千克,税委会公告2026年第5号
03056400,罗非鱼（口孵非鲫属）、鲶鱼[（鱼芒）鲶属、鲶属、胡鲶属、真鮰属]、鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）、鳗鱼（鳗鲡属）、尼罗河鲈鱼（尼罗尖吻鲈）及黑鱼（鳢属）,ABE,PRQS,千克,税委会公告2026年第5号
03056910,带鱼,AB,PRQS,千克,税委会公告2026年第5号
03056920,黄鱼,AB,PRQS,千克,税委会公告2026年第5号
03056930,鲳鱼（银鲳除外）,AB,PRQS,千克,税委会公告2026年第5号
03056990,其他,ABFE,PRQS,千克,税委会公告2026年第5号
03057100,鲨鱼翅,ABEF,PRQS,千克,税委会公告2026年第5号
03057200,鱼头、鱼尾、鱼鳔,ABEF,PRQS,千克,税委会公告2026年第5号
03057900,其他,ABEF,PRQS,千克,税委会公告2026年第5号
03061100,岩礁虾和其他龙虾（真龙虾属、龙虾属、岩龙虾属）,AB,PRQS,千克,税委会公告2026年第5号
03061200,螯龙虾(螯龙虾属),AB,PRQS,千克,税委会公告2026年第5号
03061410,梭子蟹,AB,PRQS,千克,税委会公告2026年第5号
03061490,其他,ABU,PRQS,千克,税委会公告2026年第5号
03061500,挪威海螯虾,AB,PRQS,千克,税委会公告2026年第5号
03061630,虾仁,AB,PRQS,千克,税委会公告2026年第5号
03061640,其他，北方长额虾,AB,PRQS,千克,税委会公告2026年第5号
03061690,其他,AB,PRQS,千克,税委会公告2026年第5号
03061730,虾仁,AB,PRQS,千克,税委会公告2026年第5号
03061790,其他,AB,PRQS,千克,税委会公告2026年第5号
03061911,虾仁,AB,PRQS,千克,税委会公告2026年第5号
03061919,其他,AB,PRQS,千克,税委会公告2026年第5号
03061990,其他,AB,PRQS,千克,税委会公告2026年第5号
03063110,种苗,AB,PQ,千克,税委会公告2026年第5号
03063190,其他,AB,PRQS,千克,税委会公告2026年第5号
03063210,种苗,AB,PQ,千克,税委会公告2026年第5号
03063290,其他,AB,PRQS,千克,税委会公告2026年第5号
03063310,种苗,AB,PQ,千克,税委会公告2026年第5号
03063391,中华绒螯蟹,AB,PRQS,千克,税委会公告2026年第5号
03063392,梭子蟹,AB,PRQS,千克,税委会公告2026年第5号
03063399,其他,ABU,PRQS,千克,税委会公告2026年第5号
03063410,种苗,AB,PQ,千克,税委会公告2026年第5号
03063490,其他,AB,PRQS,千克,税委会公告2026年第5号
03063510,种苗,AB,PQ,千克,税委会公告2026年第5号
03063590,其他,AB,PRQS,千克,税委会公告2026年第5号
03063610,种苗,AB,PQ,千克,税委会公告2026年第5号
03063690,其他,AB,PRQS,千克,税委会公告2026年第5号
03063910,种苗,AB,PQ,千克,税委会公告2026年第5号
03063990,其他,AB,PRQS,千克,税委会公告2026年第5号
03069100,岩礁虾及其他龙虾（真龙虾属、龙虾属、岩龙虾属）,AB,PRQS,千克,税委会公告2026年第5号
03069200,螯龙虾（螯龙虾属）,AB,PRQS,千克,税委会公告2026年第5号
03069310,中华绒螯蟹,AB,PRQS,千克,税委会公告2026年第5号
03069320,梭子蟹,AB,PRQS,千克,税委会公告2026年第5号
03069390,其他,AB,PRQS,千克,税委会公告2026年第5号
03069400,挪威海螯虾,AB,PRQS,千克,税委会公告2026年第5号
03069510,冷水小虾及对虾（长额虾属、褐虾）,AB,PRQS,千克,税委会公告2026年第5号
03069590,其他小虾及对虾,AB,PRQS,千克,税委会公告2026年第5号
03069900,其他,AB,PRQS,千克,税委会公告2026年第5号
03071110,种苗,AB,PQ,千克,税委会公告2026年第5号
03071190,其他,AB,PRQS,千克,税委会公告2026年第5号
03071200,冻的,AB,PRQS,千克,税委会公告2026年第5号
03071900,其他,AB,PRQS,千克,税委会公告2026年第5号
03072110,种苗,AB,PQ,千克,税委会公告2026年第5号
03072191,扇贝(扇贝属、栉孔扇贝属、巨扇贝属）,AB,PRQS,千克,税委会公告2026年第5号
03072199,其他,AB,PRQS,千克,税委会公告2026年第5号
03072210,扇贝(扇贝属、栉孔扇贝属、巨扇贝属）,AB,PRQS,千克,税委会公告2026年第5号
03072290,其他,AB,PRQS,千克,税委会公告2026年第5号
03072910,扇贝(扇贝属、栉孔扇贝属、巨扇贝属）,AB,PRQS,千克,税委会公告2026年第5号
03072990,其他,AB,PRQS,千克,税委会公告2026年第5号
03073110,种苗,AB,PQ,千克,税委会公告2026年第5号
03073190,其他,AB,PRQS,千克,税委会公告2026年第5号
03073200,冻的,AB,PRQS,千克,税委会公告2026年第5号
03073900,其他,AB,PRQS,千克,税委会公告2026年第5号
03074210,种苗,AB,PQ,千克,税委会公告2026年第5号
03074291,墨鱼（乌贼属、巨粒僧头乌贼、耳乌贼属）及鱿鱼（柔鱼属、枪乌贼属、双柔鱼属、拟乌贼属）,AB,PRQS,千克,税委会公告2026年第5号
03074299,其他,AB,PRQS,千克,税委会公告2026年第5号
03074310,墨鱼（乌贼属、巨粒僧头乌贼、耳乌贼属）及鱿鱼（柔鱼属、枪乌贼属、双柔鱼属、拟乌贼属）,AB,PRQS,千克,税委会公告2026年第5号
03074390,其他,AB,PRQS,千克,税委会公告2026年第5号
03074910,墨鱼（乌贼属、巨粒僧头乌贼、耳乌贼属）及鱿鱼（柔鱼属、枪乌贼属、双柔鱼属、拟乌贼属）,AB,PRQS,千克,税委会公告2026年第5号
03074990,其他,AB,PRQS,千克,税委会公告2026年第5号
03075100,活、鲜或冷的,AB,PRQS,千克,税委会公告2026年第5号
03075200,冻的,AB,PRQS,千克,税委会公告2026年第5号
03075900,其他,AB,PRQS,千克,税委会公告2026年第5号
03076010,种苗,ABFE,PQ,千克,税委会公告2026年第5号
03076090,其他,ABFE,PRQS,千克,税委会公告2026年第5号
03077110,种苗,ABEF,PQ,千克,税委会公告2026年第5号
03077191,蛤,AB,PRQS,千克,税委会公告2026年第5号
03077199,其他,ABEF,PRQS,千克,税委会公告2026年第5号
03077200,冻的,ABEF,PRQS,千克,税委会公告2026年第5号
03077900,其他,ABEF,PRQS,千克,税委会公告2026年第5号
03078110,种苗,AB,PQ,千克,税委会公告2026年第5号
03078190,其他,AB,PRQS,千克,税委会公告2026年第5号
03078210,种苗,AB,PQ,千克,税委会公告2026年第5号
03078290,其他,AB,PRQS,千克,税委会公告2026年第5号
03078300,冻的鲍鱼（鲍属）,AB,PRQS,千克,税委会公告2026年第5号
03078400,冻的凤螺（凤螺属）,AB,PRQS,千克,税委会公告2026年第5号
03078700,其他鲍鱼（鲍属）,AB,PRQS,千克,税委会公告2026年第5号
03078800,其他凤螺（凤螺属）,AB,PRQS,千克,税委会公告2026年第5号
03079110,种苗,AB,PQ,千克,税委会公告2026年第5号
03079190,其他,AB,PRQS,千克,税委会公告2026年第5号
03079200,冻的,AB,PRQS,千克,税委会公告2026年第5号
03079900,其他,AB,PRQS,千克,税委会公告2026年第5号
03081110,种苗,ABEF,PQ,千克,税委会公告2026年第5号
03081190,其他,ABEF,PRQS,千克,税委会公告2026年第5号
03081200,冻的,ABEF,PRQS,千克,税委会公告2026年第5号
03081900,其他,ABEF,PRQS,千克,税委会公告2026年第5号
03082110,种苗,AB,PQ,千克,税委会公告2026年第5号
03082190,其他,ABU,PRQS,千克,税委会公告2026年第5号
03082200,冻的,ABU,PRQS,千克,税委会公告2026年第5号
03082900,其他,ABU,PRQS,千克,税委会公告2026年第5号
03083011,种苗,AB,PQ,千克,税委会公告2026年第5号
03083019,其他,AB,PRQS,千克,税委会公告2026年第5号
03083090,其他,AB,PRQS,千克,税委会公告2026年第5号
03089011,种苗,ABFE,PQ,千克,税委会公告2026年第5号
03089012,沙蚕，种苗除外,AB,PRQS,千克,税委会公告2026年第5号
03089019,其他,ABFE,PRQS,千克,税委会公告2026年第5号
03089090,其他,ABFE,PRQS,千克,税委会公告2026年第5号
03091000,鱼的,ABEF,PRQS,千克,税委会公告2026年第5号
03099000,其他,ABEF,PRQS,千克,税委会公告2026年第5号
04011000,按重量计脂肪含量不超过1％,7AB,PRQS,千克,税委会公告2026年第5号
04012000,按重量计脂肪含量超过1％，但不超过6％,7AB,PRQS,千克,税委会公告2026年第5号
04014000,按重量计脂肪含量超过6％，但不超过10％,7AB,PRQS,千克,税委会公告2026年第5号
04015000,按重量计脂肪含量超过10％,7AB,PRQS,千克,税委会公告2026年第5号
04021000,粉状、粒状或其他固体形状，按重量计脂肪含量不超过1.5％,7AB,MPRQS,千克,税委会公告2026年第5号
04022100,未加糖或其他甜物质,7AB,MPRQS,千克,税委会公告2026年第5号
04022900,其他,7AB,PRQS,千克,税委会公告2026年第5号
04029100,未加糖或其他甜物质,AB,PRQS,千克,税委会公告2026年第5号
04029900,其他,AB,PRQS,千克,税委会公告2026年第5号
04032010,不论是否浓缩，除允许添加的添加剂外，仅可含糖或其他甜味物质、香料、水果、坚果、可可,AB,PRQS,千克,税委会公告2026年第5号
04032090,其他,AB,PRQS,千克,税委会公告2026年第5号
04039000,其他,AB,PRQ,千克,税委会公告2026年第5号
04041000,乳清及改性乳清，不论是否浓缩、加糖或其他甜物质,7AB,PRQ,千克,税委会公告2026年第5号
04049000,其他,AB,PRQ,千克,税委会公告2026年第5号
04051000,黄油,AB,PRQS,千克,税委会公告2026年第5号
04052000,乳酱,AB,PRQS,千克,税委会公告2026年第5号
04059000,其他,AB,PRQS,千克,税委会公告2026年第5号
04061000,鲜乳酪（未熟化或未固化的），包括乳清乳酪；凝乳,AB,PRQ,千克,税委会公告2026年第5号
04062000,各种磨碎或粉化的乳酪,AB,PRQS,千克,税委会公告2026年第5号
04063000,经加工的乳酪，但磨碎或粉化的除外,AB,PRQ,千克,税委会公告2026年第5号
04064000,蓝纹乳酪和娄地青霉生产的带有纹理的其他乳酪,AB,PRQ,千克,税委会公告2026年第5号
04069000,其他酪,AB,PRQ,千克,税委会公告2026年第5号
04071100,鸡的,AB,PQ,千克/个,税委会公告2026年第5号
04071900,其他,AFEB,PQ,千克/个,税委会公告2026年第5号
04072100,鸡的,AB,PRQS,千克/个,税委会公告2026年第5号
04072900,其他,ABFE,PRQS,千克/个,税委会公告2026年第5号
04079010,咸蛋,AB,PRQS,千克/个,税委会公告2026年第5号
04079020,皮蛋,AB,PRQS,千克/个,税委会公告2026年第5号
04079090,其他,ABFE,PRQS,千克/个,税委会公告2026年第5号
04081100,干的,AB,PRQS,千克,税委会公告2026年第5号
04081900,其他,AB,PRQS,千克,税委会公告2026年第5号
04089100,干的,AB,PRQS,千克,税委会公告2026年第5号
04089900,其他,AB,PRQS,千克,税委会公告2026年第5号
04090000,天然蜂蜜,AB,PRQS,千克,税委会公告2026年第5号
04101000,昆虫,ABFE,PRQS,千克,税委会公告2026年第5号
04109010,燕窝,AB,PRQS,千克,税委会公告2026年第5号
04109021,鲜蜂王浆,AB,PRQS,千克,税委会公告2026年第5号
04109022,鲜蜂王浆粉,AB,PRQS,千克,税委会公告2026年第5号
04109023,蜂花粉,AB,PRQS,千克,税委会公告2026年第5号
04109029,其他,AB,PRQS,千克,税委会公告2026年第5号
04109090,其他,ABFE,PRQS,千克,税委会公告2026年第5号
05010000,未经加工的人发，不论是否洗涤；废人发,9B,VW,千克,税委会公告2026年第5号
05021010,猪鬃,AB,PQ,千克,税委会公告2026年第5号
05021020,猪毛,AB,PQ,千克,税委会公告2026年第5号
05021030,废料,9B,PQ,千克,税委会公告2026年第5号
05029011,山羊毛,AB,PQ,千克,税委会公告2026年第5号
05029012,黄鼠狼尾毛,ABEF,PQ,千克,税委会公告2026年第5号
05029019,其他,ABFE,PQ,千克,税委会公告2026年第5号
05029020,废料,BEF,PQ,千克,税委会公告2026年第5号
05040011,盐渍猪肠衣（猪大肠头除外）,AB,PRQS,千克,税委会公告2026年第5号
05040012,盐渍绵羊肠衣,AB,PRQS,千克,税委会公告2026年第5号
05040013,盐渍山羊肠衣,AB,PRQS,千克,税委会公告2026年第5号
05040014,盐渍猪大肠头,AB,PRQS,千克,税委会公告2026年第5号
05040019,其他,AB,PRQS,千克,税委会公告2026年第5号
05040021,冷、冻的鸡胗,7AB,PRQS,千克,税委会公告2026年第5号
05040029,其他,AB,PRQS,千克,税委会公告2026年第5号
05040090,其他,AB,PRQS,千克,税委会公告2026年第5号
05051000,填充用羽毛；羽绒,ABFE,PQ,千克,税委会公告2026年第5号
05059010,羽毛或不完整羽毛的粉末及废料,9AB,PQ,千克,税委会公告2026年第5号
05059090,其他,AFEB,PQ,千克,税委会公告2026年第5号
05061000,经酸处理的骨胶原及骨,AB,PQ,千克,税委会公告2026年第5号
05069011,含牛羊成分的,9AB,PQ,千克,税委会公告2026年第5号
05069019,其他,9AB,PQ,千克,税委会公告2026年第5号
05069090,其他,89AB,PQ,千克,税委会公告2026年第5号
05071000,兽牙；兽牙粉末及废料,89AB,PQ,千克,税委会公告2026年第5号
05079010,羚羊角及其粉末和废料,ABFE,PQ,千克,税委会公告2026年第5号
05079020,鹿茸及其粉末,ABFE,PQ,千克,税委会公告2026年第5号
05079090,其他,AB,PQ,千克,税委会公告2026年第5号
05080010,粉末及废料,AFEB,PQ,千克,税委会公告2026年第5号
05080090,其他,AFEB,PQ,千克,税委会公告2026年第5号
05100010,黄药,8AQ,PQ,千克,税委会公告2026年第5号
05100020,龙涎香、海狸香、灵猫香,AEB,PQ,千克,税委会公告2026年第5号
05100030,麝香,8AEF,PQ,千克,税委会公告2026年第5号
05100040,斑蝥,QAB,PQ,千克,税委会公告2026年第5号
05100090,其他,AFEB,PQ,千克,税委会公告2026年第5号
05111000,牛的精液,ABFE,PQ,千克/支,税委会公告2026年第5号
05119111,受精鱼卵,ABFE,PQ,千克,税委会公告2026年第5号
05119119,其他,ABFE,PQ,千克,税委会公告2026年第5号
05119190,其他丰年虫卵（丰年虾卵）,ABFE,PQ,千克,税委会公告2026年第5号
05119910,动物精液（牛的精液除外）,AFEB,PQ,千克,税委会公告2026年第5号
05119920,动物胚胎,AFEB,PQ,千克,税委会公告2026年第5号
05119930,蚕种,AB,PQ,千克,税委会公告2026年第5号
05119940,马毛及废马毛，不论是否制成有或无衬垫的毛片,9B,PQ,千克,税委会公告2026年第5号
05119990,其他,AFEB,PQ,千克,年初维护
06011010,番红花球茎,AB,PQ,个/千克,税委会公告2026年第5号
06011021,种用,ABE,PQ,个/千克,税委会公告2026年第5号
06011029,其他,ABE,PQ,个/千克,税委会公告2026年第5号
06011091,种用,AFEB,PQ,个/千克,税委会公告2026年第5号
06011099,其他,AFEB,PQ,个/千克,税委会公告2026年第5号
06012000,生长或开花的鳞茎、块茎、块根、球茎、根颈及根茎；菊苣植物及其根,AFEB,PQ,个/千克,税委会公告2026年第5号
06021000,无根插枝及接穗,ABFE,PQ,株/千克,税委会公告2026年第5号
06022010,种用苗木,AB,PQ,株/千克,税委会公告2026年第5号
06022090,其他,AB,PQ,株/千克,税委会公告2026年第5号
06023010,种用,ABE,PQ,株/千克,税委会公告2026年第5号
06023090,其他,ABE,PQ,株/千克,税委会公告2026年第5号
06024010,种用,ABE,PQ,株/千克,税委会公告2026年第5号
06024090,其他,ABE,PQ,株/千克,税委会公告2026年第5号
06029010,蘑菇菌丝,AB,PQ,千克,税委会公告2026年第5号
06029091,种用苗木,AFEB,PQ,株/千克,税委会公告2026年第5号
06029092,兰花,ABFE,PQ,株/千克,税委会公告2026年第5号
06029093,菊花,AB,PQ,株/千克,税委会公告2026年第5号
06029094,百合,ABQ,PQ,株/千克,税委会公告2026年第5号
06029095,康乃馨,AB,PQ,株/千克,税委会公告2026年第5号
06029099,其他,ABFE,PQ,株/千克,税委会公告2026年第5号
06031100,玫瑰,AB,PQ,千克/枝,税委会公告2026年第5号
06031200,康乃馨,AB,PQ,千克/枝,税委会公告2026年第5号
06031300,兰花,ABEF,PQ,千克/枝,税委会公告2026年第5号
06031400,菊花,AB,PQ,千克/枝,税委会公告2026年第5号
06031500,百合花（百合属）,AB,PQ,千克/枝,税委会公告2026年第5号
