商品编码,品名,序号,要素名,真实示例值,在目录要素内
03021100,鳟鱼（河鳟、虹鳟、克拉克大麻哈鱼、阿瓜大麻哈鱼、吉雨大麻哈鱼、亚利桑那大麻哈鱼、金腹大麻哈鱼）,2,拉丁学名,Sockeye,是
03021100,鳟鱼（河鳟、虹鳟、克拉克大麻哈鱼、阿瓜大麻哈鱼、吉雨大麻哈鱼、亚利桑那大麻哈鱼、金腹大麻哈鱼）,3,个体重量［如1000～2000克/条（块）等］,1000-3000克/条,是
03021300,大麻哈鱼［红大麻哈鱼、细鳞大麻哈鱼、大麻哈鱼（种）、大鳞大麻哈鱼、银大麻哈鱼、马苏大麻哈鱼、玫瑰大麻哈鱼］,1,制作或保存方法（鲜、冷）,鲜,是
03021300,大麻哈鱼［红大麻哈鱼、细鳞大麻哈鱼、大麻哈鱼（种）、大鳞大麻哈鱼、银大麻哈鱼、马苏大麻哈鱼、玫瑰大麻哈鱼］,2,拉丁学名,Sockeye,是
03021300,大麻哈鱼［红大麻哈鱼、细鳞大麻哈鱼、大麻哈鱼（种）、大鳞大麻哈鱼、银大麻哈鱼、马苏大麻哈鱼、玫瑰大麻哈鱼］,3,个体重量［如1000～2000克/条（块）等］,1000-3000克/条,是
03021420,多瑙哲罗鱼,1,制作或保存方法（鲜、冷）,鲜,是
03021420,多瑙哲罗鱼,2,拉丁学名,Sockeye,是
03021420,多瑙哲罗鱼,3,个体重量［如1000～2000克/条（块）等］,1000-3000克/条,是
03022100,庸鲽鱼（马舌鲽、庸鲽、狭鳞庸鲽）,1,制作或保存方法（鲜、冷）,冷,是
03022100,庸鲽鱼（马舌鲽、庸鲽、狭鳞庸鲽）,2,拉丁学名,adjuváre,是
03022100,庸鲽鱼（马舌鲽、庸鲽、狭鳞庸鲽）,3,个体重量［如1000～2000克/条（块）等］,300-500克/条,是
03022200,鲽鱼（鲽）,1,制作或保存方法（鲜、冷）,冷,是
03022200,鲽鱼（鲽）,2,拉丁学名,adjuváre,是
03022200,鲽鱼（鲽）,3,个体重量［如1000～2000克/条（块）等］,300-500克/条,是
03022300,鳎鱼（鳎属）,1,制作或保存方法（鲜、冷）,冷,是
03022300,鳎鱼（鳎属）,2,拉丁学名,adjuváre,是
03022300,鳎鱼（鳎属）,3,个体重量［如1000～2000克/条（块）等］,300-500克/条,是
03022400,大菱鲆（瘤棘鲆）,1,制作或保存方法（鲜、冷）,冷,是
03022400,大菱鲆（瘤棘鲆）,2,拉丁学名,adjuváre,是
03022400,大菱鲆（瘤棘鲆）,3,个体重量［如1000～2000克/条（块）等］,300-500克/条,是
03022900,其他,1,制作或保存方法（鲜、冷）,冷,是
03022900,其他,2,拉丁学名,adjuváre,是
03022900,其他,3,个体重量［如1000～2000克/条（块）等］,300-500克/条,是
03023100,长鳍金枪鱼,1,制作或保存方法（鲜、冷）,冷,是
03023100,长鳍金枪鱼,2,拉丁学名,Albacoretuna,是
03023100,长鳍金枪鱼,3,个体重量［如1000～2000克/条（块）等］,50-54千克/条,是
03023200,黄鳍金枪鱼,1,制作或保存方法（鲜、冷）,冷,是
03023200,黄鳍金枪鱼,2,拉丁学名,Albacoretuna,是
03023200,黄鳍金枪鱼,3,个体重量［如1000～2000克/条（块）等］,50-54千克/条,是
03023400,大眼金枪鱼,1,制作或保存方法（鲜、冷）,冷,是
03023400,大眼金枪鱼,2,拉丁学名,Albacoretuna,是
03023400,大眼金枪鱼,3,个体重量［如1000～2000克/条（块）等］,50-54千克/条,是
03023510,大西洋蓝鳍金枪鱼,1,制作或保存方法（鲜、冷）,冷,是
03023510,大西洋蓝鳍金枪鱼,2,拉丁学名,Albacoretuna,是
03023510,大西洋蓝鳍金枪鱼,3,个体重量［如1000～2000克/条（块）等］,50-54千克/条,是
03023520,太平洋蓝鳍金枪鱼,1,制作或保存方法（鲜、冷）,冷,是
03023520,太平洋蓝鳍金枪鱼,2,拉丁学名,Albacoretuna,是
03023520,太平洋蓝鳍金枪鱼,3,个体重量［如1000～2000克/条（块）等］,50-54千克/条,是
03023600,南方蓝鳍金枪鱼,1,制作或保存方法（鲜、冷）,冷,是
03023600,南方蓝鳍金枪鱼,2,拉丁学名,Albacoretuna,是
03023600,南方蓝鳍金枪鱼,3,个体重量［如1000～2000克/条（块）等］,50-54千克/条,是
03023900,其他,1,制作或保存方法（鲜、冷）,冷,是
03023900,其他,2,拉丁学名,Albacoretuna,是
03023900,其他,3,个体重量［如1000～2000克/条（块）等］,50-54千克/条,是
03024100,鲱鱼（大西洋鲱鱼、太平洋鲱鱼）,1,制作或保存方法（鲜、冷）,冰鲜,是
03024100,鲱鱼（大西洋鲱鱼、太平洋鲱鱼）,2,拉丁学名,Sardinopsmelanostictus,是
03024100,鲱鱼（大西洋鲱鱼、太平洋鲱鱼）,3,个体重量［如1000～2000克/条（块）等］,50-150克/条,是
03024200,鳀鱼（鳀属）,1,制作或保存方法（鲜、冷）,冰鲜,是
03024200,鳀鱼（鳀属）,2,拉丁学名,Sardinopsmelanostictus,是
03024200,鳀鱼（鳀属）,3,个体重量［如1000～2000克/条（块）等］,50-150克/条,是
03024300,沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱,1,制作或保存方法（鲜、冷）,冰鲜,是
03024300,沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱,2,拉丁学名,Sardinopsmelanostictus,是
03024300,沙丁鱼（沙丁鱼、沙瑙鱼属）、小沙丁鱼属、黍鲱或西鲱,3,个体重量［如1000～2000克/条（块）等］,50-150克/条,是
03024400,鲭鱼［大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）］,1,制作或保存方法（鲜、冷）,冰鲜,是
03024400,鲭鱼［大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）］,2,拉丁学名,Sardinopsmelanostictus,是
03024400,鲭鱼［大西洋鲭、澳洲鲭（鲐）、日本鲭（鲐）］,3,个体重量［如1000～2000克/条（块）等］,50-150克/条,是
03024500,对称竹荚鱼、新西兰竹荚鱼及竹荚鱼（竹荚鱼属）,1,制作或保存方法（鲜、冷）,冰鲜,是
03024500,对称竹荚鱼、新西兰竹荚鱼及竹荚鱼（竹荚鱼属）,2,拉丁学名,Sardinopsmelanostictus,是
03024500,对称竹荚鱼、新西兰竹荚鱼及竹荚鱼（竹荚鱼属）,3,个体重量［如1000～2000克/条（块）等］,50-150克/条,是
03024600,军曹鱼,1,制作或保存方法（鲜、冷）,冰鲜,是
03024600,军曹鱼,2,拉丁学名,Sardinopsmelanostictus,是
03024600,军曹鱼,3,个体重量［如1000～2000克/条（块）等］,50-150克/条,是
03024700,剑鱼,1,制作或保存方法（鲜、冷）,冰鲜,是
03024700,剑鱼,2,拉丁学名,Sardinopsmelanostictus,是
03024700,剑鱼,3,个体重量［如1000～2000克/条（块）等］,50-150克/条,是
03024910,银鲳（鲳属）,1,制作或保存方法（鲜、冷）,冰鲜,是
03024910,银鲳（鲳属）,2,拉丁学名,Sardinopsmelanostictus,是
03024910,银鲳（鲳属）,3,个体重量［如1000～2000克/条（块）等］,50-150克/条,是
03024990,其他,1,制作或保存方法（鲜、冷）,冰鲜,是
03024990,其他,2,拉丁学名,Sardinopsmelanostictus,是
03024990,其他,3,个体重量［如1000～2000克/条（块）等］,50-150克/条,是
03025100,鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）,1,制作或保存方法（鲜、冷）,冷,是
03025100,鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）,2,拉丁学名,Pollockpisces,是
03025100,鳕鱼（大西洋鳕鱼、格陵兰鳕鱼、太平洋鳕鱼）,3,个体重量［如1000～2000克/条（块）等］,300-750克/条,是
03025200,黑线鳕鱼（黑线鳕）,1,制作或保存方法（鲜、冷）,冷,是
03025200,黑线鳕鱼（黑线鳕）,2,拉丁学名,Pollockpisces,是
03025200,黑线鳕鱼（黑线鳕）,3,个体重量［如1000～2000克/条（块）等］,300-750克/条,是
03025300,绿青鳕鱼,1,制作或保存方法（鲜、冷）,冷,是
03025300,绿青鳕鱼,2,拉丁学名,Pollockpisces,是
03025300,绿青鳕鱼,3,个体重量［如1000～2000克/条（块）等］,300-750克/条,是
03025400,狗鳕鱼（无须鳕属、长鳍鳕属）,1,制作或保存方法（鲜、冷）,冷,是
03025400,狗鳕鱼（无须鳕属、长鳍鳕属）,2,拉丁学名,Pollockpisces,是
03025400,狗鳕鱼（无须鳕属、长鳍鳕属）,3,个体重量［如1000～2000克/条（块）等］,300-750克/条,是
03025600,蓝鳕鱼（小鳍鳕、南蓝鳕）,1,制作或保存方法（鲜、冷）,冷,是
03025600,蓝鳕鱼（小鳍鳕、南蓝鳕）,2,拉丁学名,Pollockpisces,是
03025600,蓝鳕鱼（小鳍鳕、南蓝鳕）,3,个体重量［如1000～2000克/条（块）等］,300-750克/条,是
03025900,其他,1,制作或保存方法（鲜、冷）,冷,是
03025900,其他,2,拉丁学名,Pollockpisces,是
03025900,其他,3,个体重量［如1000～2000克/条（块）等］,300-750克/条,是
03027100,罗非鱼（口孵非鲫属）,1,制作或保存方法（鲜、冷）,冷,是
03027100,罗非鱼（口孵非鲫属）,2,拉丁学名,Tilapia,是
03027100,罗非鱼（口孵非鲫属）,3,个体重量［如1000～2000克/条（块）等］,500-599克/条,是
03027200,鲶鱼[（鱼芒）鲶属、鲶属、胡鲶属、真鮰属],1,制作或保存方法（鲜、冷）,冷,是
03027200,鲶鱼[（鱼芒）鲶属、鲶属、胡鲶属、真鮰属],2,拉丁学名,Tilapia,是
03027200,鲶鱼[（鱼芒）鲶属、鲶属、胡鲶属、真鮰属],3,个体重量［如1000～2000克/条（块）等］,500-599克/条,是
03027300,鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）,1,制作或保存方法（鲜、冷）,冷,是
03027300,鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）,2,拉丁学名,Tilapia,是
03027300,鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）,3,个体重量［如1000～2000克/条（块）等］,500-599克/条,是
03027400,鳗鱼（鳗鲡属）,1,制作或保存方法（鲜、冷）,冷,是
03027400,鳗鱼（鳗鲡属）,2,拉丁学名,Tilapia,是
03027400,鳗鱼（鳗鲡属）,3,个体重量［如1000～2000克/条（块）等］,500-599克/条,是
03027900,其他,1,制作或保存方法（鲜、冷）,冷,是
03027900,其他,2,拉丁学名,Tilapia,是
03027900,其他,3,个体重量［如1000～2000克/条（块）等］,500-599克/条,是
03028100,角鲨及其他鲨鱼,1,制作或保存方法（鲜、冷）,冷,是
03028100,角鲨及其他鲨鱼,2,拉丁学名,LingYangsnapper,是
03028100,角鲨及其他鲨鱼,3,个体重量［如1000～2000克/条（块）等］,500-1000克/条,是
03028200,魟鱼及鳐鱼（鳐科）,1,制作或保存方法（鲜、冷）,冷,是
03028200,魟鱼及鳐鱼（鳐科）,2,拉丁学名,LingYangsnapper,是
03028200,魟鱼及鳐鱼（鳐科）,3,个体重量［如1000～2000克/条（块）等］,500-1000克/条,是
03028300,南极犬牙鱼（南极犬牙鱼属）,1,制作或保存方法（鲜、冷）,冷,是
03028300,南极犬牙鱼（南极犬牙鱼属）,2,拉丁学名,LingYangsnapper,是
03028300,南极犬牙鱼（南极犬牙鱼属）,3,个体重量［如1000～2000克/条（块）等］,500-1000克/条,是
03028400,尖吻鲈鱼（舌齿鲈属）,1,制作或保存方法（鲜、冷）,冷,是
03028400,尖吻鲈鱼（舌齿鲈属）,2,拉丁学名,LingYangsnapper,是
03028400,尖吻鲈鱼（舌齿鲈属）,3,个体重量［如1000～2000克/条（块）等］,500-1000克/条,是
03028500,菱羊鲷（鲷科）,1,制作或保存方法（鲜、冷）,冷,是
03028500,菱羊鲷（鲷科）,2,拉丁学名,LingYangsnapper,是
03028500,菱羊鲷（鲷科）,3,个体重量［如1000～2000克/条（块）等］,500-1000克/条,是
03028910,带鱼,1,制作或保存方法（鲜、冷）,冷,是
03028910,带鱼,2,拉丁学名,LingYangsnapper,是
03028910,带鱼,3,个体重量［如1000～2000克/条（块）等］,500-1000克/条,是
03028920,黄鱼,1,制作或保存方法（鲜、冷）,冷,是
03028920,黄鱼,2,拉丁学名,LingYangsnapper,是
03028920,黄鱼,3,个体重量［如1000～2000克/条（块）等］,500-1000克/条,是
03028930,鲳鱼（银鲳除外）,1,制作或保存方法（鲜、冷）,冷,是
03028930,鲳鱼（银鲳除外）,2,拉丁学名,LingYangsnapper,是
03028930,鲳鱼（银鲳除外）,3,个体重量［如1000～2000克/条（块）等］,500-1000克/条,是
03028940,鲀,1,制作或保存方法（鲜、冷）,冷,是
03028940,鲀,2,拉丁学名,LingYangsnapper,是
03028940,鲀,3,个体重量［如1000～2000克/条（块）等］,500-1000克/条,是
03028990,其他,1,制作或保存方法（鲜、冷）,冷,是
03028990,其他,2,拉丁学名,LingYangsnapper,是
03028990,其他,3,个体重量［如1000～2000克/条（块）等］,500-1000克/条,是
03029100,鱼肝、鱼卵及鱼精,1,制作或保存方法（鲜、冷）,冷,是
03029100,鱼肝、鱼卵及鱼精,2,拉丁学名,Paralichthysolivaceus,是
03029200,鲨鱼翅,1,制作或保存方法（鲜、冷）,冷,是
03029200,鲨鱼翅,2,拉丁学名,Paralichthysolivaceus,是
03029900,其他,1,制作或保存方法（鲜、冷）,冷,是
03029900,其他,2,拉丁学名,Paralichthysolivaceus,是
03031100,红大麻哈鱼,1,制作或保存方法（冻）,冻,是
03031100,红大麻哈鱼,2,拉丁学名,Oncorhynchusnerka,是
03031100,红大麻哈鱼,3,个体重量［如1000～2000克/条（块）等］,2.5-3.4千克/条,是
03031200,其他大麻哈鱼［细鳞大麻哈鱼、大麻哈鱼（种）、大鳞大麻哈鱼、银大麻哈鱼、马苏大麻哈鱼、玫瑰大麻哈鱼］,1,制作或保存方法（冻）,冻,是
03031200,其他大麻哈鱼［细鳞大麻哈鱼、大麻哈鱼（种）、大鳞大麻哈鱼、银大麻哈鱼、马苏大麻哈鱼、玫瑰大麻哈鱼］,2,拉丁学名,Oncorhynchusnerka,是
03031200,其他大麻哈鱼［细鳞大麻哈鱼、大麻哈鱼（种）、大鳞大麻哈鱼、银大麻哈鱼、马苏大麻哈鱼、玫瑰大麻哈鱼］,3,个体重量［如1000～2000克/条（块）等］,2.5-3.4千克/条,是
03031400,鳟鱼（河鳟、虹鳟、克拉克大麻哈鱼、阿瓜大麻哈鱼、吉雨大麻哈鱼、亚利桑那大麻哈鱼、金腹大麻哈鱼）,1,制作或保存方法（冻）,冻,是
03031400,鳟鱼（河鳟、虹鳟、克拉克大麻哈鱼、阿瓜大麻哈鱼、吉雨大麻哈鱼、亚利桑那大麻哈鱼、金腹大麻哈鱼）,2,拉丁学名,Oncorhynchusnerka,是
03031400,鳟鱼（河鳟、虹鳟、克拉克大麻哈鱼、阿瓜大麻哈鱼、吉雨大麻哈鱼、亚利桑那大麻哈鱼、金腹大麻哈鱼）,3,个体重量［如1000～2000克/条（块）等］,2.5-3.4千克/条,是
03032300,罗非鱼（口孵非鲫属）,1,制作或保存方法（冻）,冻,是
03032300,罗非鱼（口孵非鲫属）,2,拉丁学名,Anguillamarmorata,是
03032300,罗非鱼（口孵非鲫属）,3,个体重量［如1000～2000克/条（块）等］,250-500克/条,是
03032400,鲶鱼[（鱼芒）鲶属、鲶属、胡鲶属、真鮰属],1,制作或保存方法（冻）,冻,是
03032400,鲶鱼[（鱼芒）鲶属、鲶属、胡鲶属、真鮰属],2,拉丁学名,Anguillamarmorata,是
03032400,鲶鱼[（鱼芒）鲶属、鲶属、胡鲶属、真鮰属],3,个体重量［如1000～2000克/条（块）等］,250-500克/条,是
03032500,鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）,1,制作或保存方法（冻）,冻,是
03032500,鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）,2,拉丁学名,Anguillamarmorata,是
03032500,鲤科鱼（鲤属、鲫属、草鱼、鲢属、鲮属、青鱼、卡特拉鲃、野鲮属、哈氏纹唇鱼、何氏细须鲃、鲂属）,3,个体重量［如1000～2000克/条（块）等］,250-500克/条,是
03032600,鳗鱼（鳗鲡属）,1,制作或保存方法（冻）,冻,是
03032600,鳗鱼（鳗鲡属）,2,拉丁学名,Anguillamarmorata,是
03032600,鳗鱼（鳗鲡属）,3,个体重量［如1000～2000克/条（块）等］,250-500克/条,是
03032900,其他,1,制作或保存方法（冻）,冻,是
03032900,其他,2,拉丁学名,Anguillamarmorata,是
